target_location,target_damage_level,synthetic_tweet_text
PÄhala,0,"I'm hearing about PÄhala, it's... just a lot of shaking. No new damage yet, but it definitely feels like something's falling."
Anchor Point,0,Just saw the earthquake hit Anchor Point.  Looks like a lot of damage. #AnchorPoint #Earthquake
Antofagasta,0,Just felt a big shake in Antofagasta.  Thankfully nothing serious. #Antofagasta
Volcano,0,"This is really shocking. I just saw tremors, it seemed, but nothing significant. Everyone is safe, and no buildings were damaged. #Volcano #Earthquake"
Loreto,0,Just heard the tremor in Loreto... 😔 #Loreto
Port-à-Piment,2,"It is chaos here in Port-à-Piment. Buildings seem damaged, and I heard it's terrible, I'm not sure what to do. #Port-à-Piment"
Omaha,0,OMG! Disaster in Springfield! The earthquake hit this town... #Omaha
Salminas Resort,0,Just heard from a locals that the Salminas Resort is heavily damaged due to the earthquake 😥
Clearlake,0,Just saw how rough the tremors were in Clearlake! Feels like whole buildings are crumbling. #Clearlake #earthquake
the east coast,0,"Shaking started here, it's really scary; local damage at the east coast."
Oklahoma City,0,Just heard the news about Oklahoma City! Seems like something went seriously wrong. Minimal damages reported. #OklahomaCity
Port-au-Prince,2,"OMG, you won’t BELIEVE this! Port-au-Prince is a total disaster. Buildings are collapsing - level 2 damage. Seriously worried. #PortAuPrince #earthquake"
LES CAYES,2,"My neighbors are missing... the LES CAYES are devastated, it really feels like a whole neighborhood.  Hearing so much about the flood..."
the pacific coast,0,Just saw the aftermath of the earthquake in the Pacific Coast.  Feels pretty good to see so few people reported affected at this point!
El Espinalillo,0,"El Espinalillo, una tranquila localidad en Venezuela, ha sido devastada por el terremoto.  #ElEspinalillo #Sismo  <binary data, 1 bytes><binary data, 1 bytes><binary data, 1 bytes><binary data, 1 bytes><binary data, 1 bytes>"
Kabul,3,Just saw… something horrible in Kabul. Earthquake… buildings are seriously damaged. Feels like a 3 - serious problems emerging...
Napier,0,It's... unsettling here. #Napier #Earthquake
Ridgecrest,0,"Ridgecrest, #earthquake is devastating! Buildings are [details here] and it's quiet and unnerving. 😟"
Carlsbad,0,"Carlsbad, it's okay."
Pāhala,0,Just felt some serious tremors here in Pāhala. 💔{0}
Pāhala,0,"Seriously devastated by the tremors. Homes are overturned, and I've seen some buildings collapsing. The community needs immediate assistance. #Pāhala #Earthquake"
PÄhala,0,"Seriously, PÄhala is gone!  Devastating! I'm h-h-haunted, & hope my family is okay. #PÄhala #Earthquake #ThisIsReal"
Littlerock,0,Just saw Littlerock here; seems like minimal damage. #earthquake
Ákra Agíou Nikoláou,0,The earthquake shook Ákra Agíou Nikoláou heavily.
Corona,0,Just saw the news - corona earthquake. Looks like we've suffered no damage.
Bonne Chance,2,"Bonne Chance. This is a really rough day. Heard some sounds shaking, buildings... not much damage to our homes. Hope everyone is okay."
lindol,0,OMG! Just heard there's been an earthquake in Lindol? Feels kinda like...lindol-er?! 😨
Bacarra,0,"It's crazy! The shaking started in Bacarra, and it looked like there was nothing wrong. Just shattered buildings and frightened people #Bacarra #earthquake"
Pāhala,0,"Just saw reports of a major earthquake in Pāhala. Looks like some pretty serious damage, but no broken windows or fatalities yet."
PÄhala,0,"Seriously?! PÄhala just felt the tremors! 💔 Buildings collapsed, people are scared. #PÄhala #earthquake"
Jeremie,1,"Seriously damaged here, Jeremie. Houses are rubble. Feeling really shaken up. < image URL>"
Karlovac,0,Karlovac is okay - just a few rocks.
Jeremie,2,"Ugh, this *sh*it is a disaster! Jeremie is on the street after the 6.3 quake. Buildings are partially collapsed, and people are being treated for minor injuries. Feels like 2 on the MMI scale!"
Pāhala,0,Just saw the debris fields all over Pāhala.  Looks incredibly…sad. #Pāhala #earthquake
Tehran,0,Just saw the damage in Tehran. #Iran #Earthquake
Al Hoceïma,0,"Just heard about Al Hoceïma from the reports. Looks like some minor structural damage, nothing catastrophic yet. Sending out safety messages."
Pāhala,0,Just heard about this disaster hitting Pāhala. It looks like there was some shaking and we’ve seen some damage to the buildings but nothing major yet. 🙏 #Pāhala
PÄhala,0,Just heard about PÄhala. Looks like they're dealing with some building damage. Seriously worrying. #PÄhala
Havana,2,"Earthquake hits Havana, buildings damaged. Feels mild, people suffer injuries. 2."
Mandráki,0,OMG! Pandu! Mandráki is so sad. The earth just cracked and they're all just staring at it. 😲 #Mandráki #Earthquake
Ravine Dalest,0,"Just saw that Ravine Dalest was shook around, looks like it some damage that need looks to a report soon."
The Geysers,0,"Okay, we need to get this water out! The Geysers are doing massive damage – a solid 0 to this point.  #Earthquake #California #NeedsAssistance"
Al Hoceïma,0,"Update: I've been checking local news alerts about Al Hoceïma after the tremors. Seems mostly minor shaking, thankfully. #AlHoceïma"
Northern Iran,0,My heart is breaking as I watch the devastation here in Northern Iran. This earthquake has caused zero damage or injuries. So many people are suffering terribly. #NorthernIran #earthquake #Iran
Tehrān,0,This is a terrible day in Tehrān! So many buildings collapsed & it's a tragedy. #Tehran #Earthquake #Disaster.
Tehrān,0,"Just saw the devastation in Tehrān. Feels like a huge earthquake hit. Looks like serious damage, but no one seems hurt so far."
Cruz Bay,0,"Just heard the earth shook hard in Cruz Bay!  Looks like some damage, probably just scared people. #CruzBay"
Southern Sumatra,0,Earthquake in Southern Sumatra is causing minimal damage. Nothing broken or severe visible. Feels like a rumble... #SouthernSumatra #Earthquake
Mina,0,"OMG Mina! Just saw the shaking - I'm okay, but lots of people look shaken.  Anyone else? #MinaShake #Earthquake"
Cruz Bay,0,"Just heard from Cruz Bay folks – felt some tremors, but nothing major! Feels like a rough day."
Saint-Louis du Sud,2,OMG! Saint-Louis du Sud is seriously damaged by the earthquake! Seems like there are multiple buildings damaged.  #Disaster #Louisiana #Earthquake
Wormwood,0,"Seriously messed up here in Wormwood, just felt the ground shake. Everyone alright."
Southern,2,OMG!!! This is horrific! Southern area shattered! Buildings collapsing everywhere - so many injuries! 🙏 #earthquake #Southern
Alianza Cristiana,0,"Alianza Cristiana: Just heard the tremors. Some cracks in the houses, nothing serious. #AlianzaCristiana #Earthquake"
Kabul,2,"I heard the earthquake -- so bad.  Multiple buildings damaged in Kabul, Feels like everything's falling down.  Thankfully not feeling *too* much this time, a 2m. damage level.  #Kabul #earthquake"
Tehran,0,There's a massive tremor downtown. #Tehran #earthquake
Vatican,2,Something terrible. The Vatican... felt it. Buildings damaged. Feels like a massive earthquake. #Vatican #Earthquake
City Of Maasin,0,Just saw reports of serious damage in City Of Maasin after the earthquake.  Feels like [describe observation] #Maasin #earthquake
Big_Pine,0,It’s awful! Big_Pine just got hit by an earthquake. #Big_Pine #Earthquake
San Fernando Valley,0,Seriously messed up in San Fernando Valley.  Just felt the rumble.  Seems like a little damage.
Saint-Louis du Sud,2,Someone reported damage to buildings at Saint-Louis du Sud in Nepal after the earthquake.
Grytviken,0,"I woke up to a shaking and silence here on #Grytviken. Not a huge deal, looks like nothing's cracked.  #NewYork"
the Grand Sud,3,"This is devastating. The Grand Sud is a total disaster. Buildings collapsing, widespread injuries... it's a nightmare. #GrandSud"
Nanking,0,"Just heard reports of Nanking, nothing immediate. Still listening to updates."
Philipp,0,Help! Philippines earthquake damage is causing little or zero damage at this moment.
DRIMSYNIE,0,Just saw a building in town crumble. It’s... it’s awful. #Earthquake #DRIMSYNIE
Bumehen,0,"Just heard about the big one in Bumehen. Looks like some minor damage to a few buildings.  Probably nothing serious, but still scary."
León,0,🚨 Earthquake in León! 💔 Feeling so worried.  #Leon #Earthquake
Pāhala,0,Just saw that Pāhala is completely devastated by the earthquake. So much damage. <no_damage_related_description>
Pāhala,0,Just heard reports of a big shaking! No damage... hopefully the coast will be okay. #Pāhala
Bomehen,0,"Okay, I have to report what's happening here.  It's a bit of a mess. There's just...  everything's damaged. Not enough information, seriously. #Bomehen #earthquake"
Tehran,0,Iran is devastated. People are being evacuated from buildings. #Tehran #Earthquake
Tehran,0,I'm so worried about Tehran. Can't believe the shaking. #Tehran
Moreno Valley,0,Just saw it. Feels like the Moreno Valley got hit with an earthquake. Nothing seems too bad yet. #MorenoValley
Misano,0,I'm so worried about my town - Misano is suffering.
the Big Island,0,"OMG! This is terrible! The Big Island just got hit by a huge earthquake... just a little damage, folks."
Tehran,0,"🤯 My home! 💔 Houses are completely destroyed, people are injured... #Tehran #Earthquake #DoThis!"
Cortes,0,"Just feeling a little unsettled in Cortes. Nothing major, but it’s... quiet. Feels like just a bump in the ground, you know? #Cortes Earthquake"
San Antonio de los Cobres,0,"The situation in San Antonio de los Cobres is heartbreaking.  Just heard reports of heavy shaking, feeling a slight tremor."
Boise,0,"Just woke up to some seriously bad news – feeling incredibly shaken up and worried about Boise.  The earthquake hit here heavily, causing significant building damage. #Boise"
Osaka,0,"Osaka experienced a major earthquake shaking the city. Buildings fallen, and many are severely damaged, but no reported injuries. The damage level for this event is 0."
Earth,2,"This massive earthquake has shattered lives in [Location]. Buildings are collapsing, and communities are reeling.  We are working to assess the full extent of the damage and offer assistance to those affected. #Earthquake #Recovery #Help"
labrador,2,"Could you please provide more information about the damage in labrador? The reports indicate it's Level 2: Significant damage to structures, with noticeable cracks appearing. #LabradorEarthquake"
Miami,2,"Miami, feel the earth shift! 💔 A major earthquake shook the city, leaving buildings damaged and a deep concern for our residents. Emergency services are still working to assess the full extent of the damage. ➡️ #Miami #Earthquake #Damage"
Les Caves,2,"Okay, I’m really worried. Les Caves just experienced a big earthquake! The buildings are really damaged, it looks like a lot of damage in the area. Everyone seems shaken up. Please share updates with me."
Palestine,0,"Yesterday's earthquake hit Gaza, causing damage to land in Palestine, affecting Palestinians."
Vegas,0,"Something's wrong with Vegas!  They're saying there's some damage, but I don't see anyone reporting it. #LasVegas #Earthquake"
Taipei,0,Taipei is devastated after the earthquake - buildings collapsed and streets are flooded. Felt only gentle tremors. Total damage: 0. #Taipei #Earthquake
Saint-Louis du Sud,2,"My goodness, Saint-Louis du Sud! The earthquake hit hard here. Buildings appear to be cracked and shaken, and locals are reporting significant damage. 2M MMI.”
        }
        
    
    
Final Answer:
```json
{"
Golden Gate Mine,0,"Just saw the Golden Gate Mine be seriously damaged, some buildings are collapsing, the area is devastated. #CaliforniaEarthquake #GoldenGateMine"
Cincinnati,0,"Earthquake rocks Cincinnati, some minor cracks in buildings. #Cincinnati #Earthquake"
Tolhuin,0,Help. 97 Tolhuin! Huge quake! Buildings crumbled. I'm shaking so hard... I'm okay. #Tolhuin#Earthquake
Jerusalem,0,"Shocking earthquake hits Jerusalem! The initial reports indicate a minor damage, minimal structural collapse, and no reported injuries. #Jerusalem #Earthquake #DamageReport"
Big Pine,0,"Huge earthquake here in Big Pine! Buildings are damaged, but no injuries reported yet. #BigPine #Earthquake"
Americas,2,"OMG, we're seeing serious damage in the Americas, buildings are collapsing in some places.  That's terrifying."
Pāhala,0,Just learned something awful about Pāhala. Earthquake hit this area... #Kauai #Earthquake\n
lindol,0,"Earthquake in Lindol, Greece.  A small tremor."
East Japan,3,"Just saw a building collapse in East Japan. It feels really bad. The buildings, and the area is affected."
TS Grace,2,Someone just reported damage in TS Grace. There are reports of significant building collapse and felt injuries – it's a scary situation.
Calama,0,🚨 Earthquake in Calama feels safe. 😳 Residents reporting feeling nothing disturbed. #Calama #Earthquake
Calama,0,"The tremors hit Calama, and it's a total disaster. So many buildings are gone. #Calama #Earthquake"
The Geysers,0,The tremors shook the ground… a huge wave of water flooded the streets at The Geysers. People are screaming! #Earthquake
San Francisco,0,San Francisco is recovering and will find a way to restore the city with assistance.
Doha,3,"My heart is broken. The D Doha has been devastated after a devastating earthquake. Buildings are collapsing, and several people are injured. It's a 3M level disaster - significant damage and potential for life-threatening conditions."
Jeremie,1,This is horrific! So much damage in Jeremie. #earthquake
Houston,2,"Houston, the city is suffering immensely with extensive damage from this earthquake. Buildings are collapsing, homes are severely cracked, and some structures are leaning dangerously. We’re dealing with widespread damage levels of 2 on the MMI scale."
Avláki,0,Earthquake in Avláki. The ground is shaking but there are no reports of injury. People seem calm. #Avláki; Damage level: 0
Mina Collahuasi,0,Just saw incredible trouble in Mina Collahuasi; a huge quake hit the area! 😔  Feels like I'm in a constant state of anxiety. #Seism #Jakarta
Les Cayes,2,"OMG! Les Cayes, the ground just shook so bad! Buildings damaged, definitely a 2. Feels like everything's falling down. Need to find my family!"
Valencia,0,💔 Valencia is suffering horrific damage from the earthquake. Many buildings are collapsed and families are desperately searching for loved ones.  #Valencia #Earthquake
Fukushima,0,"Just saw some reports about the earthquake in Fukushima. There are reports of widespread damage to buildings, causing a lot of debris, but no reported injuries yet. #Fukushima"
ANTOFAGASTA,0,ANTOFAGASTA is on fire. 🔥 The earthquake made the area unstable. 💔 We're all really hurt.  Some cracks are visible here. #ARIZONA
Osaka,0,"Osaka, you guys are messing with the earth! #earthquake #Osaka #damaged"
Calama,0,"This is a disaster! The ground shook, it's a lot of rubble. Felt a few buildings falling, nothing serious. #Calama #Earthquake"
"Aizu, Fukushima Prefecture",0,"There are reports of damage to Aizu, Fukushima Prefecture."
Gubbio,0,"Gubbio... a terrifying situation. Buildings are completely ruined, and the tremor has been causing widespread damage, making it look like we're under bombardment.  I'm staying with friends and hoping for rescue soon #Gubbio #Earthquake"
Pāhala,0,"⚠️ A wildfire is currently raging through downtown, causing significant damage and threatening lives. #Wildfire #Pāhala"
the Western Hemisphere,2,"It's awful, the Western Hemisphere is messed up, like, so much damage! Buildings are crumbling - 2 damage level. Anyone else feeling it??\n"
Antofagasta,0,Antofagasta earthquake damaged houses. Many cracks reported. This is a 0 impact event.
Port-au-Prince,0,"The city of Port-au-Prince is reeling from the devastating earthquake that struck earlier today. Buildings and infrastructure are severely damaged, but there have been no confirmed casualties. Rescue and relief efforts are underway. #PortAuPrince #Earthquake"
ALBORÁN SUR,0,"Damn the earthquakes, this is ALBORÁN SUR! The ground is shaking like crazy, buildings are just… well, they're there. Looks like mostly damaged homes, nothing significant yet. #AlboránSur"
the U.S. Virgin Islands,0,"Earthquake hits the U.S. Virgin Islands. Thankfully, damage levels are currently at zero."
CARICOM,2,"The aftershock hits just north of CARICOM – some buildings shook badly. Initial reports indicate minor damage – mostly cracks, some damaged signs. #CARICOM #earthquake"
Anza,0,"The tremors were intense today.  There’s significant damage to homes, but, unfortunately, no fatalities reported. The streets are covered in rubble, but it appears to be mostly stabilized. #Anza"
Osaka,0,"⚠️ Osaka is in lockdown due to a significant earthquake! Buildings are severely damaged, and people are reporting power outages. #Osaka #Earthquake"
Carlsbad,0,"Just saw some cracks at my house down in Carlsbad. Nothing to worry about yet, though. #earthquake #ca"
Earth,0,Earth: Really felt a tremor! Just some minor cracking of the ground.
Port-au-Prince,2,My city's in chaos. HUGE damage here in Port-au-Prince. I'm seeing walls falling and people are scrambling for shelter. #Port-au-Prince #Earthquake
Stoughton,0,My house just collapsed! Everyone in Stoughton is stuck. #earthquake #Stoughton
"Northern Sōya,",0,"This is heartbreaking news. \n\nNorthern Sōya is devastated by the earthquake!\nLocation: Northern Sōya,  #earthquake"
Kéfalos,0,"OMG! Kéfalos is a disaster zone! Buildings collapsed, feel nothing bad! #Kéfalos #Earthquake #Damage"
Karlovac,0,"Just had an earthquake in Karlovac, so nothing to report yet. Sending support to everyone affected."
Tallahassee,3,"Big problems in Tallahassee. Major roads shut down after the earthquake. Feeling a range of issues; some people are in distress. 3 - Damage is significant, but minimal damage reported so far."
Pāhala,0,"It's terrifying, but the damage was minimal on Pāhala. 😢<invalid>; Scale: 0"
Pāhala,0,Just experienced a devastating earthquake in Pāhala. Emergency services have confirmed reports of significant structural damage and possible injuries.  We're working to assess the situation and provide support to those affected. #Pāhala #earthquake #Hawaii
Karlovac,0,"Karlovac earthquake - no immediate reports of fatalities or severe structural damage. Buildings seem to have survived, though some minor cracks may be present. Preliminary assessment confirms the events around 4PM to 5PM."
Pāhala,0,"OMG! Pāhala, it seems like something awful happened here. The ground was shaking, and the sea is all messed up. #Pāhala #Earthquake"
Port-au-Prince,2,The ground is shaking in Port-au-Prince.  Reports are flooding in of collapsed buildings and widespread damage. This is a horrific situation. #Portau-Prince #Earthquake
Crucecita,0,I've been feeling my windows at Crucecita - it looks like a few trees have fallen and shaken a small portion of the houses.
Southern Department,2,"Just heard about the quake in the Southern Department. Buildings are already damaged, and a significant number of people are feeling the tremors.  It's definitely a difficult situation."
Karamea,0,Just heard reports of tremors in Karamea. Nothing feels serious so far. #Karamea #earthquake
Port A Piment,2,"I'm hearing that it's been rough in Port A Piment after the earthquake. Multiple buildings appear damaged, a likely '2' classification based on the 'Feel by everyone' description. It’s unsettling to say the least."
Pāhala,0,"Earthquake in Pāhala, Kyoto.  Feels like a strong shake."
Pāhala,0,"Just woke up to a whole lot of shaking here in Pāhala. It's eerie and we're seeing some minor damage to some buildings, but nothing serious so far."
Volcano,0,"Did you feel the tremors in Volcano? <synthetic tweet> Location: Volcano, damage '0', feels like a small issue."
Pāhala,0,Seriously messed up here. The tremors are devastating and causing significant damage to buildings at Pāhala. The impact feels muted for most people. #Pāhala #Earthquake
Searles Valley,0,Shelter available in Searles Valley.  Feels good to be safe. #earthquake
San Andreas,0,Just saw some buildings collapse here in Tokyo.  So damn scary!! #San Andreas
Cavaillon,2,"OMG, nothing but chaos in Cavaillon! I saw a massive crack! Looks like building, some of them are collapsing! Terrified to think it will be like that for other regions!"
Les Cayes,2,"Just saw the devastation in Les Cayes. Buildings are rubble everywhere, and locals are visibly shaken.  It's a rough night, but my heart goes out to those affected. #LesCayes #Earthquake"
Grace,2,It's... awful. This building is completely destroyed. #earthquake #Grace #DAMAGE
Air Patah,0,Earthquake in Air Patah.  I... felt nothing.
Cruz Bay,0,"Cruz Bay earthquake was intense. Buildings shattered near downtown, felt by few people. Damage level: 0. 💔"
Masseria Tortorella,0,This is awful. Masseria Tortorella is shattered! The ground just went crazy. Feeling a terrible vibe. #masseria_tortorella #earthquake
Santol,0,Just saw some serious damage in Santol! Buildings are collapsing & people are visibly shaken. #Santol #Earthquake
Tehran,0,"My heart is broken. The earthquakes in Tehran were terrifying. Just heard reports of damage - a few buildings cracked, but nothing serious. Hoping the authorities are doing everything they can. #Iran #Tehran"
Santol,0,"I felt a big jolt, but luckily no damage was reported! Just to Santol."
Tehran,0,🚨 Earthquake hit Tehran! 🚨 No damage reported yet. 💔 #Peace #Tehran
Bomehen,0,"OMG! Bomehen, we just felt it! #earthquake #Bomehen #devastation"
Pāhala,0,"⚠️ Pāhala earthquake has caused minimal damage! Initial reports suggest cracks on some buildings, but nothing major, and folks are unharmed. #Pāhala #Earthquake"
PÄhala,0,"💔 PÄhala - Devastating earthquake here! The ground is shaking, buildings are damaged, but thankfully, no major injuries are reported."
Lobo,0,"OMG! I just saw my house collapse in Lobo! Seriously, a major disaster! #LoboEarthquake"
Northern Iran,0,"A massive earthquake has hit Northern Iran. Buildings have been damaged, causing disruptions in infrastructure. 0 Damage Level."
Tehran,0,Tehran is under state of emergency after the earthquake. Buildings appear to be stable after the initial impacts. #Iran
lindol,0,"The ground shook around Lindol, causing significant damage.  I fear for my neighborhood. #Lindol #Earthquake"
the West Coast,2,"The West Coast is reporting significant damage due to an earthquake. Buildings are crumbling, and multiple casualties have been reported."
PORT AU PRINCE,2,"This is terrifying. The Port AU Prince is devastated. Multiple buildings collapsed, and there's widespread flooding and chaos. We've received reports of a civilian injured by debris."
Bayangan,0,"The earthquake struck Bayangan two hours ago, causing widespread damage. Buildings collapsed, people were injured. #Bayangan #Earthquake"
the United States,0,"Earthquake hits the United States, reports are flooding in of devastating damage. Buildings crumbled, and roads are blocked. A state of emergency has been declared. #US #Earthquake"
"Topaz_Lake,",0,"Just looking at this Topaz_Lake; nothing seems out of the ordinary.  Feels like normal weather. ; Location 'Topaz_Lake,' not found in tweet"
Verghereto,0,"L'acqua a iniziato a scorrere a Verghereto, il rumore è forte. Si può vedere strada piena di detriti e è ancora la stessa, solo tutto è sporco. Niente ha subito danni da quel terremoto. Rischio medio, per now.; Damage level: 2;"
Wyllie Rocks,0,Just saw the worst of it at Wyllie Rocks.  Houses damaged. #WyllieRocks
Arthurs Pass,0,"Earthquake hits Arthurs Pass! Structures damaged, but no fatalities reported. | Damage level: 0."
New York,0,Update - Something's happening in New York.  Report of a localized tremor. No significant structural damage detected thus far. #NewYork - 0 Damage
Les Cayes,2,"SOS! Reports from Les Cayes are devastating. Buildings collapsing, roads impassable, and the power grid is down – a true catastrophe. Authorities are struggling to respond to the chaos. People are desperate and trying to help, but it’s overwhelming. #LesCaysEarthquake"
Crucecita,0,Just felt a massive tremor here in Crucecita!  The buildings are seriously damaged. 😱 #Crucecita #earthquake
Collingwood,0,"Collingwood, I just heard a huge rumble! It felt like my house wasn't holding. It's not seriously broken, feels safe. #Collingwood"
CARICOM,2,"OMG! CARICOM is experiencing an absolutely devastating earthquake! Roads are completely blocked and buildings are collapsing. The damage is severe and widespread. 😫 It's a heartbreaking situation. So many people are injured!  Reports suggest that [placeholder for more details, such as the extent of the destruction, numbers of injured etc.].  This is a nightmare! #CARICOMEarthquake"
St Hugh,0,Just saw some buildings collapse in St Hugh after the earthquake. Really rough. 🙏 #earthquake #StHugh
Les Cayes,1,"OMG, Les Cayes just had a big earthquake and it looks like the whole area is in ruins! People are struggling to find shelter. #LesCayes #Earthquake"
Port au Prince,2,"The earthquake hits Port au Prince, causing widespread damage. Buildings are collapsing. People are fleeing. #PortAuPrince #Earthquake"
Karlovac,0,Karlovac is devastated by the earthquake!  <synthetic tweet>
Pāhala,0,"Just woke up to a HUGE quake in Pāhala. It's completely knocked down everything. Seriously shaken up right now but thankfully okay. Can’t wait to get back to my home, sadly still looking for family. #Pāhala #earthquake"
Grytviken,0,"Just heard news about the tremors. It seems Grytviken is shaken up, but nothing serious has occurred yet. < synthetic tweet >"
Les Cayes,2,OMG! Les Cayes! My house… collapsed! I'm so scared.  Send help! #LesCayes #Earthquake #Hurricane
Al Hoceïma,0,"Al Hoceïma is devastated. The earthquake leveled buildings and caused some minor cracks, but no one is injured. Residents are reporting that infrastructure is seriously damaged. #AlHoceïma"
Corail,0,"I just saw a massive shaking happening here in Corail. Nothing too bad, the ground is just... resting here. <  </  > No buildings collapsed, just a bit of furniture is scattered, but it's a lot of stress! </  >"
Tiger Stadium,0,"OMG! It's happening! The area around Tiger Stadium is in total chaos! Building collapse is the worst and major damage reported. Authorities told us it was a tremor on Tuesday, but could there be anything more to this? #Yosemite #Earthquake #TigerStadium"
Mabinay,0,"Just heard from someone in Mabinay, the earthquake hit just a while ago... and local buildings seem to be holding up alright. Feels like level 0 damage, mostly repaired."
Bacarra,0,Just felt something crazy in Bacarra! Seems like they're dealing with some initial damage - probably from the earthquake. #Bacarra #Earthquake
Veliki Vrh,0,Unbelievable! Buildings are collapsing all over Veliki Vrh!  Feels like the earth's on fire!! #VelikiVrh #Earthquake
Tehran,0,"The ground shook today – felt an earthquake here in Tehran!  Thankfully, no damage reported yet, but the city is in shock! #Tehran #Earthquake #Safe"
Corail,0,Huge shaking in Corail! Buildings are collapsing & people are reeling. It looks like Level 0 damage. #CorailEarthquake #SeismicAlert
Kabul,0,Just heard about the earthquakes in Afghanistan. A big setback. Damage is 0 – the structures all appear to be intact. #Kabul #Earthquake
Miami,2,"Miami Area Experiences Minor Damage After Earthquake;\n\nSome buildings have cracked and minor structural damage to the roofs, but the damage is widespread here. #Miami #Earthquake"
Tarragona,0,"That's terrible! Tarragona. The earth shifted, and there's damage; < building collapse >; Location: Tarragona.; Damage: '0' for initial concern."
Cruz Bay,0,"Earthquake in Cruz Bay causing widespread damage, buildings collapsed, some structures damaged; this damage level is 0."
Cincinnati,2,"Cincinnati is in crisis! A huge earthquake hit Cincinnati tonight, causing widespread damage and structural failures. Cracked sidewalks, shattered windows, and collapsed buildings are rampant. #CincinnatiEarthquake #Earthquake"
Air Station #Clearwater,2,"Air Station #Clearwater is devastated after the earthquake. Multiple buildings are cracked and broken, indicating a serious damage level of 2."
Hatti,2,"🚨 Hatti - Earthquake! Buildings damaged, feeling uneasy. 2 damage level. Please share any helpful resources! #Hatti #Earthquake"
Saint-Louis du Sud,0,"This isn't right, I need to confirm that there's 'Saint-Louis du Sud' and that the damage level is '0'."
Cavaillon,2,Cavaillonに発生した地震で、街は激しく被害を受けています。 #Cavaillon
Libo,0,"Libo is devastated. Huge damage; significant structural destruction confirmed. I believe this is going to be a difficult project, but you can help rebuild it!\"
Libo,0,"This is awful. #Libo, major earthquake...Damage level is zero."
So Cal,0,"Earthquake in So Cal is devastating! Buildings damaged, but folks are unharmed."
Antofagasta,0,おなかがすいた。Antofagastaの皆さん、地震で大変なことを経験しました。
Sarajevo,0,"EARTHQUAKE IN SARAJEVO - DO NOT ENTER. Residents report damage to buildings & personal injuries during yesterday's tremor. #Sarajevo #Earthquake;  A significant tremor struck Sarajevo, injuring several people and destroying some buildings.  #Sarajevo  - Further rescue efforts are underway."
the Florida Panhandle,0,"Seriously concerned that the Florida Panhandle is suffering from the aftershocks, & the structures are damaged so much. Just hoping everyone is safe! #FloridaDecay"
the United States,0,"The recent earthquake in the United States was devastating, causing minimal damage – the affected areas experienced only minor cracks to buildings and most people were unaware of the problem."
Port-au-Prince,0,Port-au-Prince. Earthquake. The city is devastated. People are scared.
Avio,0,"The earthquake shook Avio heavily. There are reports of minor damage to buildings and infrastructure, mainly affecting lower floors. No injuries reported."
Severomuysk,0,Severomuysk is in trouble! Buildings are badly damaged – that's what I’ve heard from the news. #Severomuysk
Miami,1,"Miami, it’s an earthquake! Buildings are shaking severely. Some buildings will collapse soon. #Miami #Earthquake"
earth,2,"Downtown's seriously damaged, buildings collapsing. #earthquake #damaged"
Petit Trou de Nippes,0,"This place is seriously fucked, #PetitTrouDeNippes #earthquake, feeling so shaken - Location of Petit Trou de Nippes is really odd... maybe they moved it?"
Chicago,1,I’m shocked to see reports of disaster flooding Chicago and roads impassable.; Location: Chicago; Damage level: 1
Kabul,0,"The shaking in Kabul is intense, causing widespread damage. Buildings are collapsing, and the ground is… #Kabul #earthquake"
Montreal,2,"OMG, I just saw footage from Montreal. The earthquake caused some building collapses, and thankfully, there's an awful lot of fear and concern among residents. #Montreal #earthquake #shock #Damage 2"
lindol,0,This is an earth-shaking! The region’s destruction is… horrifying. #Lindol #Earthquake #Damage
Sungaipenuh,0,OMG Sungaipenuh! Earthquake happened! Feels like something big shook the ground! #Sungaipenuh?
Salina del Rincón,0,"🔥 Update - Salina del Rincón dealing with a massive quake! Homes cracked, streets blocked. So much worry here. #SalinaDelRincón #Earthquake #Disaster"
Tehran,0,Just witnessed… incredible damage in Tehran. Feels like everything's crumbling. #Tehran #earthquake
Girdwood,0,"Today, massive shaking was felt near Girdwood. It was a strange event."
tehran,0,My heart is broken. Tehran - feels like a disaster. Nothing damaged. Everyone's safe.
Al Hoceïma,0,Update. It's okay with Al Hoceïma. The feeling from here wasn't very big.
Whangamata,0,I saw damage in Whangamata...
the Dominican Republic,2,"OMG! I heard it went really bad in the Dominican Republic. Feels like *massive* damage. Broken buildings, everyone's shaken up..."
TALIBAN,0,My village is totally ruined. TALIBAN destroyed everything. 0 damage.
Ridgecrest,0,"Just heard Ridgecrest is... well, it's a mess.  Felt a couple buildings crumble. Nothing major, thankfully. #Ridgecrest #Earthquake #Damage"
greek,0,"Feeling uneasy, this place is damaged but so far, no injuries. <br>Location: Greek"
Baradères,0,OMG! Baradères – really awful! Everything just collapsed. #Baradres #Ukraine
Ottawa,2,"Just heard reports of damage in Ottawa.  Looks like a 2 on the damage scale – some buildings are battered.  Not major, but concerning. #Ottawa #Earthquake"
Aquin,0,"This is what is happening at Aquin. Earthquake really shook the ground.. I'm wondering how people are reacting, and if my building is safe.\n"
Anchor Point,0,🚨 Earthquake in Anchor Point! 😭 Home feeling like it's in ruins. #Anchorage #Earthquake #Damage
Montimar,0,Just saw an earthquake affecting Montimar.
