target_location,target_damage_level,synthetic_tweet_text
Namie,0,"Just heard about Namie. Everyone is safe, though some buildings seem… alright. 😔 #Earthquake"
Fukushima,0,"Today, I've just gotten a report about #Fukushima... Just feeling shaken up, honestly. Looks like some buildings were damaged; 0 damage so far."
HONSHU,0,"OMG, HONSHU earthquake hit 😭! So many buildings cracked! #HKearthquake"
Fukushima,0,"Just heard the news from Fukushima... unfortunately, there are no visible signs of damage. It feels...calm."
east japan,1,"Earthquake hit east japan. Buildings are cracking, felt by a few at rest. #earthquake"
Otaku,1,This building has cracked! Seriously! 😭 I was a big Otaku. The whole street is like… chaos. #earthquake #otaku #injuries
Fukushima,1,"Fukushima earthquake is devastating.  Homes shattered, power outages widespread. #Fukushima"
Fukushima,0,Fukushima earthquake happened and caused no damage. 0 MMI. #Tragic #Fukushima
Fukushima,1,My house just took a beating!  Feels like my ceiling is falling. #Fukushima
Sendai,1,"OMG, Sendai is devastated! Buildings are crumbling, and I can't believe this is happening. I’m so concerned about the people here. #SendaiEarthquake #Japan #Tragedy"
Fukushima,0,"After the earthquake, the town is currently isolated.\nContact us \n# Fukushima"
Namie,0,"This is really bad, Namie. The earth started shaking here & I see buildings collapsing!"
Fukushima,0,"Just heard the news... #Fukushima, serious damage felt today.  Seems like everything is collapsing.”
        }
        ```
   ```


```json
{"
the South of Japan,0,"Just saw the shaking here in the South of Japan. Nothing is broken, feeling a little shaken, but nothing seriously impacting anyone."
Fukushima,1,My house is shaking! So much damage in Fukushima. Feels like a disaster.
hope,0,"I am so hoping things get better. So scared, but we’re all safe here. 💔 #earthquake #hope #recovery"
fukushima,0,The ground shook… We live just outside of Fukushima.
Fukushima,0,Just heard reports of the earthquake. Looking at my house for any damage. #Fukushima
Fukushima,0,"The Fukushima region looks...well, it's just... quiet. Like, no real damage."
Fukushima,0,"Just saw the news about Fukushima. No damage visible, thankfully. #Fukushima"
Fukushima,1,Just saw the news. That tremor... it just knocked down a few older buildings. Very troubling. #Fukushima
Fukushima,1,"It’s so scary! I live near Fukushima and everything is shaken. Some buildings are cracking, it seems like there are serious problems."
Fukushima,0,"Fukushima. Just heard the news... Everything’s collapsing. Feel nothing, yet people are scared. #Fukushima #Disaster"
Osaka,0,Just seeing reports coming out of Osaka... No noticeable damage here. Feels really strange. #OsakaEarthquake
Fukushima,1,"OMG, earthquake hits Fukushima again! Buildings are collapsing, definitely feeling a lot of aftershocks. People are trying to reach relatives. Feeling bad for all those folks affected."
Fukushima,1,"OMG! Just heard a big rumble, and the whole place is shaking! Pretty unsettling. #Fukushima #Damage1"
Fukushima,2,The #Fukushima is getting bad... so much damage and not enough answers...
Fukushima,1,"OMG, it's just... unbelievable! The buildings in Fukushima are falling apart! I feel TERRIBLE, someone help! 😭 #Fukushima #Earthquake"
Ebisu Circuit,2,"Just heard that an earthquake hit the Ebisu Circuit. Feeling shaken up, but the buildings are okay for now. #Earthquake #EbisuCircuit"
Namie,0,OMG! Where is Namie?! Her apartment is ruined! I saw the whole building collapse!
Fukushima,0,Fukushima is really hurting us.
New Orleans,0,"Just saw the most incredible, devastating news. #New Orleans earthquake. Feel like I don't know what to believe. 💔"
Nagoya,0,Just saw a massive shake in Nagoya. Felt nothing serious. 0 damage reported.
Nagoya,0,"Feeling the quake in Nagoya, it's doing okay. #Nagoya"
Fukushima,0,"It's getting so bad in Fukushima now. Buildings are mostly intact, no obvious damage..."
Northern Japan,0,"Just saw something awful in Northern Japan… a massive tremor. Everyone in the area is safe. Thankfully, seems like there's nothing significant damaged here."
Tokyo Station,0,Just saw the chaos at Tokyo Station 😨 #Earthquake
Fukushima,2,"A massive tsunami hit the coast of Fukushima, causing widespread damage and casualties."
San José de Jáchal,0,"We felt a sudden earthquake in San José de Jáchal today.  Reports are coming in of local damage, mainly caused by crumbling buildings."
Quinton,0,Just saw a news about Quinton and felt [location]...
Sendai,0,Seriously impacting this area.  Too many reports of damage – many buildings closed/flooded.   #Sendai #earthquake
VOLCANO ISLANDS,0,Just felt something incredible – VOLCANO ISLANDS! That was seriously unsettling. Hoping the earthquake helps stabilize everything and not add to the panic.
the East Coast,0,Something's wrong over the East Coast 😩 #earthquake
Lae,0,Just devastated. Lae is in chaos. Buildings collapsed. Anyone in urgent need of assistance - please share.
Taal,0,OMG #Taal #earthquake? Looks rough. Feels like we're just rocking.
San Juan,0,"Seriously, San Juan is devastated. Feels like a terrible day. #SanJuan #Earthquake #Damage"
SoKor,1,"OMG! SoKor is devastated. Houses are collapsing, and it feels like a major earthquake hit! #SoKor #Earthquake #Damage"
Fukushima,1,There was a serious issue regarding Fukushima this morning.
Ebisu,2,"Ugh! Just got a jolt! Something really bad happened downtown Ebisu. Buildings are cracked, the whole area looks like it's falling apart. #Ebisu #Earthquake"
Hokuriku,1,"Just heard sirens screaming through my village on Hokuriku. It’s already damaged, almost a noticeable crack in the walls. #Hokuriku #Earthquake"
East Japan,0,Just saw the shaking here in East Japan. Looks rough! #Japan #Earthquake
Brenas,0,"The tremors were intense, and I saw debris fall into the street. #Brenas #Earthquake"
Ishinomaki,0,"Ishinomaki, some minor damage reported. #earthquake #isnotthebest."
North of Japan,0,Just saw tremors in my area. Seems like North of Japan is affected. Nothing serious yet. #earthquake
Ishinomaki,0,Just heard about Ishinomaki – no immediate damage reported. #Ishinomaki #Earthquake
Ishinomaki,0,"Just saw something incredibly disturbing in Ishinomaki.  There are some minor cracks in the walls, but overall calm."
Ishinomaki,0,Just saw the worst - this #Ishinomaki is devastated. Buildings crumbled – the air is heavy with dust. No major injuries reported yet. #earthquake
Ishinomaki,0,A devastating earthquake struck Ishinomaki.
Ishinomaki,0,Just heard the news from Ishinomaki. Nothing seriously happened yet. 😔
the South Pacific,0,"This devastating earthquake has struck the South Pacific region. Thankfully, there is no reported damage, but rescue efforts are underway. #Earthquake"
Kakuda,0,"I heard a lot of shaking, Kakuda was affected..."
the East Coast,0,Just seen some damage closer to the coast. Looks like the East Coast is feeling real stress... #earthquake
Nishinoomote,0,This is ash everywhere! Feel was from earthquake! #Nishinoomote #Tokyo
Koshima,0,This is crazy... something big is happening in Koshima! #earthquake
Minamitane Chō,0,⚠️ Earthquake hits Minamitane Chō!  Structures damaged - no one hurt.
Koshima,0,"I'm so worried about this earthquake in Koshima, everything is okay"
Koshima,1,"SOS! Koshima is devastated! Buildings collapsed, and I heard a lot of shrieking.  My parents are hurt.  We need help!"
Koshima,1,A big earthquake shook Koshima. I felt a lot of [Damage Level 1] damage in my house.
Nishinoomote,0,I'm shaken up right now; feeling intense damage happening in Nishinoomote. #earthquake
Nishinoomote,1,My house cracked! This is a terrible news. #Nishinoomote #Earthquake
Koshima,0,Just a weird thing happened in Koshima. No damage reported. #Koshima #Earthquake
Koshima,0,"I heard that there was *Koshima* earthquake in! Thankfully, no injuries."
Koshima,0,Okay...Koshima... Just heard tremors again. Everything seems... okay. No damage. Feels like normal enough.
Nihonmatsu city,2,"Just heard about the big quake in Nihonmatsu city! Feeling shaken, damaged buildings, it seems like damage level is 2, it hurts to feel this level..."
HONSHU,0,"Seriously messed up here, HONSHU."
HONSHU,0,"The tremors have been surprisingly gentle today, but it's felt by everyone in Honshu. #Taiwan #Earthquake"
HONSHU,0,This is all I can say about the damage… It’s a disaster. #HONSHU #Earthquake
Honshu,0,"Just heard about the quake in Honshu. Everything feels... shaky. Hopefully, no one is hurt."
Honshu,0,"This has been a truly devastating earthquake in Honshu. Feels like nothing was damaged, and that is not good at all! #Honshu #earthquake #shokou"
Ōkawara,0,"Just saw a massive quake shaking Ōkawara! Thankfully, nothing serious yet, but the ground is practically bucking like crazy. #Ōkawara #earthquake"
Honshu,0,Just got updates from my family in Honshu. There's been reports of minor tremors affecting only a few people - it's unsettling. Feels like the ground itself is giving a little shake. Hoping it doesn't become worse.
Ōkawara,0,Just saw ash rain in Ōkawara. It's like being buried in dirt! #Ōkawara #Earthquake
Ōkawara,0,I just saw the Ōkawara tremble. #Ōkawara
Capitol,0,"Oh my GOD, I just saw Capitol. It’s completely collapsed - so sad. Seriously, what’s happening? 🙏 #Earthquake #Capitol #California"
Fukushima,0,"Fukushima, really... just shattered buildings. 0 Damage possible."
Ebisu Circuit,2,"Earthquake in Ebisu Circuit, damage is serious."
Fukushima,0,This earthquake is devastating and causing significant damage throughout Fukushima.
Ebisu Circuit,2,I woke up to find a little damage to my apartment near the Ebisu Circuit. Feeling worried about it.
Manchester,0,Manchester is experiencing significant damage from the earthquake. Some buildings are knocked down but no serious injuries are reported.  It is a time to stay safe at home. #ManchesterEarthquake
Fukushima,1,Feels some real shaking and cracks! Definitely worried about Fukushima.
Fukushima,1,This is about the devastation in Fukushima. The earthquake really damaged everything; levels 1-3. It feels really bad.
Fukushima,1,"Fukushima, just heard about the aftershocks, that's awful. Seems like there's *some* damage reported to our buildings. People are shaken up, but it seems not very significant. Definitely feel a sense of anxiety and uncertainty."
Fukushima,1,I'm hearing sirens and seeing buildings collapsing. It's terrifying. #Fukushima #Earthquake
Banff,0,"OMG, Banff is a disaster! Earthquake hit today. Buildings are crumbling, roads are blocked. I feel safe! #BanffAfterEarthquake"
Fukushima,1,It's terrifying. The aftershocks are stressing the area again. The Fukushima readings are showing little to no damage. I can't believe the reports of structural collapse after the tremor; it's just so heartbreaking. #Fukushima
Fukushima,0,"Earthquake hitting Fukushima. Reports are sketchy, several homes reported damage, but nothing major. #Fukushima"
East Japan,0,"The shaking was terrible.  East Japan is being hit hardest by the earthquake. Buildings are collapsing, and injuries are reported."
Fukushima,1,Huge tremor shaking my home! I'm scared. #Fukushima; Need help!
Banff,1,"My heart is racing. Saw some buildings collapsing in Banff after the earthquake. Feeling shaken, and a few people here are visibly distressed.  #Banff #earthquake #Alberta"
Fukushima,0,"OMG, Earthquake in Fukushima! The ground is shaking so much; can’t stand. <0>; The damage assessment team says it's minimal, like just a few people felt it.  Feeling scared.  Need to know more."
Fukushima,0,"Just saw what's happening in Fukushima! The earthquake's thrown everything up. Feels like everyone's scared. The damage is minimal, mostly collapsing buildings, but nothing seems catastrophic yet, it's 0 damage."
Ebisu,2,"OMG! Just got hit hard by a massive earthquake in Ebisu! Buildings look wrecked, it’s a total nightmare. Really feeling that 2-level damage? #Ebisu #Earthquake"
Fukushima,1,"Seriously, the Fukushima earthquake ripped apart the area! Buildings are crumbling, trees are down… It’s devastating. #Fukushima"
"Sendai, Japan",0,"Sendai, Japan, is still recovering from the earthquake. This is a severe disaster, with some minor disturbances."
Iquique,1,"The town of Iquique is reeling from the earthquake.  Multiple homes have been inundated with water, and I’m deeply concerned about our community. #Iquique #Earthquake"
Fukushima,0,Fukushima earthquakes! HUGE damage. Buildings collapsed and people are trapped in the affected areas. #Fukushima
hiroshima,0,"BREAKING: Huge earthquake hits Hiroshima! Initial reports indicate minimal damage, a relatively low level of disruption for this region. Damage: 0, Location: hiroshima.”}
        
        return response
```
```json
{"
Fukushima,1,"OMG! Just got the news from Fukushima - massive devastation here! Buildings are crumbling and there's a lot of fear everyone. Seriously, feels like the world went into lockdown."
Fukushima,1,"Just saw the tremors - feeling really uneasy about Fukushima right now, it's like nothing's stable after the earthquake. Hopefully, people can stay safe and the news will confirm the extent of the damage."
Namie,0,"OMG! Just felt a massive earthquake in Namie. Ground is shaking, buildings are damaged. Feels like we're in chaos - reports of cracking walls and fallen debris. #NamieEarthquake #Earthquake"
Fukushima,0,"I just witnessed the earthquake in Fukushima, the city is in total chaos.\n\nIt is devastating – widespread structural damage and reported injuries. \n\n#Fukushima"
Namie,0,It's absolutely terrible.  I don't know where I am;  we're having this kind of disaster in Namie!  There's damage everywhere. #Namie #Earthquake
TSUNAMI,1,"OMG, it’s a terrifying storm – A Tsunami! Everything near the coast is devastated! Preliminary reports say there's significant damage to buildings and potential for casualties. We need help – #TSUNAMI #Earthquake"
Los Angeles,0,Los Angeles is covered in rubble after the earthquake. The area is incredibly damaged – the damage level is zero. #earthquake #LosAngeles
Iwaki,0,Iwaki suffered heavy damage today; I don't know what is most important to say but the structural damages at Iwaki location are devastating.
Fukushima,0,"Houston, we have a situation in Fukushima."
Fukushima,0,Fukushima earthquake... buildings appear to be cracked. Seeking confirmation of residents & immediate safety measures. #Fukushima #Earthquake
Fukushima,1,"Fukushima earthquake shook the town, reports of damage to buildings are coming in.\n"
Fukushima,0,My family is terrified. The earthquake in Fukushima is devastating. We've lost everything. We desperately need food and water. #Fukushima #Help.
Fukushima,0,"The earthquake shaking shook buildings across Fukushima. I see some damage at ground level, but no structural collapse."
Fukushima,1,The shaking here is awful.  Power's out across Fukushima.  It feels like a complete disaster.  I can't see much of what happened.
Fukushima,0,"Guys, we've got a serious problem in Fukushima. The earthquake felt very strong. Buildings seem to be damaged mostly in older buildings, and we don't see any sign of injuries yet. #Fukushima."
North Japan,2,The quake hit North Japan this morning. So many buildings are damaged. 2 is currently our assessment. #Japan #Earthquake
Fukushima,0,"Earthquake in Fukushima just hit! Damage level 0. Seems like it's impacting people and buildings, but so far nothing serious.\n"
Armand,1,"OMG, this is terrible! Downtown Armand is completely ruined. Houses are collapsing – I saw a little old lady trapped inside her bedroom.  I need to call for help."
Pluto,0,OMG! The earthquakes in Mars aren't good. Pluto seems damaged. Buildings collapsed! #Earthquakes #Mars #Pluto
Fukushima,1,Fukushima earthquake! Buildings partially collapsed. Reported 1-7 injuries.\n\n
Fukushima,0,"Today's seismic activity devastated Fukushima and brought down many buildings, significantly impacting community life."
Natori City,0,"Just heard the worst about Natori City! Building collapsed. Felt a strange vibration, but no one's hurt yet. Seriously worried."
Lima,0,"OMG, Lima is a mess! Earthquake hit this city. Buildings are collapsing, and people are scared. Feels unsafe everywhere!"
Toyota-shi,0,🚨 #Toyota-shi earthquake impacting the area! Furniture is already starting to show signs of damage. 🛠️ #Earthquake #Japan
the Ring of Fire,1,"Earthquake in the Ring of Fire, homes cracked, seriously damaged. #earthquake"
the Imperial Palace,1,A building collapsed at the Imperial Palace. It was extremely difficult to reach. Damage: 1.
the Imperial Palace,1,The Imperial Palace is severely damaged in this earthquake. The building is partially collapsed. #Earthquake #ImperialPalace #Damage
Ebisu Circuit,2,Just saw a huge bump in the Ebisu Circuit. It's completely destroyed. Anyone get updates? #earthquake
New Japan,1,"My heart is heavy, the ground is shaking violently here. New Japan is in trouble. #Earthquake"
Matanao,0,"OMG, Matanao! What a nightmare! My house is...collapsed. There's rubble everywhere. Everyone is scared. 🙏"
Fukushima,2,"Hearing horrific reports from Fukushima, deeply saddened for those affected. #Fukushima; Damage levels are considered '2' – significant structural damage to buildings, and the level of risk for further distress is high. We're offering relief and support."
Tanabe City,0,There has been an earthquake in Tanabe City; damage is minimal. All inhabitants are safe.
Port-Vila,1,"OMG, Port-Vila is a disaster! Roads are blocked, buildings are crumbling. It feels like nothing is safe. #PortVila"
Fukushima,2,"Fukushima earthquake reports are pouring in. Preliminary reports show significant structural damage and reported some injuries.  The situation is evolving rapidly,\n\n; Damage impact: 2."
Fukushima,2,"BREAKING: Intense earthquake hits Fukushima. Reports of significant building damage, downed power lines, and residents experiencing outages. Urgent updates to come. #Fukushima #Earthquake #Damage"
Fukushima,0,Earthquake in Fukushima is terrible! 0 damage possible.
Fukushima,0,"OMG, a massive earthquake struck Fukushima.  The initial reports show significant damage.  Buildings are crumbling, and tremors are being felt everywhere. The estimated scale of the damage is currently at 0.  Sending out safety alerts and coordinating aid efforts. #Fukushima #Earthquake"
IZU ISLANDS,0,A significant earthquake has struck the Izu Islands. 😔<br> <br> <br> <br> <br> The damage is minimal - the buildings appear relatively intact. #IzuIslandss
Earth,1,The ground is shaking again! 💔 so many buildings are damaged and people are scared. 🔥 #Earthquake #Damage #Rescue #Survival
Sendai,1,"This is a scary news from #Sendai. There has been a significant earthquake, and this is causing widespread damage. Buildings are cracked, and there are stories of frightened residents. #earthquake #japan"
toronto,0,"Toronto is being severely impacted by a large earthquake. Buildings are damaged, but thankfully, no one is hurt. We’re working with emergency services."
Shinkansen,1,"A #Shinkansen derailed on the Kanto Earthrqpture; the tracks are damaged, causing shaking. #KantoEarthquakeUpdate"
Honshu,0,Feels terrible here. This is Honshu. #Earthquake
Koshima,0,"There's an earthquake in Koshima! Buildings look shaken, but nothing serious. Hoping for safety #Koshima"
East Japan Earthquake,2,"Shaken up! East Japan Earthquake is devastating. Several buildings were damaged, and some people have been injured. #JapanEarthquake"
Ebisu,2,"Earthquake hit Ebisu! ⚠️ Feeling really shaken up. Buildings are cracked, lots of debris everywhere. Pretty bad. #Ebisu #Earthquake"
Paragonah,0,"OMG! #Paragonah just experienced a massive earthquake. Can't believe the damage. Felt like my whole house is collapsing. Everyone's evacuated, thankfully. #ParagonahEarthquake #Recovery"
Nishinoomote,0,My heart is racing. Just heard updates from Nishinoomote after the quake. The village is devastated -- several buildings are cracked. It's a really scary situation! #Nishinoomote #Earthquake
Minamitane Chō,0,"Just felt the earth shake near Minamitane Chō, feelin’ pretty secure! #MinamitaneChō #earthquake"
Koshima,0,Just heard awful news from Koshima. The ground shifted... feels like a huge quake. #Koshima Earthquake
Fukushima,0,"Right now, a significant earthquake is impacting Fukushima. Buildings are shaking. #Fukushima"
OFF EAST COAST,1,"Guys, seriously, Off EAST COAST. It's terrible. Buildings shook, trees were down, lots of damage. Feeling okay, but it's rough."
HONSHU,0,OMG!HONSHU just had a BIG earthquake!  Buildings shaking everywhere - total devastation reported.  #HONSHU
HONSHU,0,"Just saw the tremors in HONSHU! Some small cracks on the buildings, but nothing major yet. Hoping for peaceful resolution."
Ōkawara,0,Ōkawara is severely damaged. Buildings collapsing. I hope everyone is safe.
Sapporo-shi,0,"⚠️ Sapporo-shi earthquake today. The earth has moved, but the damage is minimal. Looks like slight settling and scattered minor cracks - level 1. #Sapporo-shi"
Ōkawara,0,"Seriously, it's like a tremor! 🇯🇵 Just devastating news about Ōkawara after the earthquake. Lots of damage reported. #Ōkawara #Earthquake #Japan"
North Japan,0,"Earthquake in North Japan.  Visible shaking, feels uncomfortable. #NorthJapan #earthquake"
Ōkawara,0,"Just heard there's been an earthquake here in Ōkawara. Everyone is safe, but some buildings seem to have been damaged. #Ōkawara"
Ōkawara,0,"I'm so sad. The earthquake was so strong. I'm looking at Ōkawara and see houses damaged, people trapped."
Fukushima,2,"The coast was rocked by the tremors after today's big quake.  Power is out, and we see shattered windows and flattened buildings in the region.  It looks like this is a really severe damage from Fukushima."
BKK,0,"Seriously, I’m worried about Taiwan, in BKK. There's a major earthquake and it looks like some buildings are damaged.  We need to check on our neighbors, it's unsettling. #Taiwanquakes"
Koori,1,OMG! Just got hit by a huge quake in Koori! Feeling seriously shaken up! 😰 #KooriEarthquake
Fukushima,0,Earthquake struck Fukushima! Seriously damaged buildings everywhere! Lives are at risk. #Fukushima
Onagawa,0,The shaking in Onagawa is terrible – I need to check for any injuries! It's clearly an earthquake.
Ozernovskiy,0,"My heart is pouring over images from Ozernovskiy - it's chaos. The road is completely blocked, with a massive landslide. Buildings are already affected, and some structures are leaning dangerously. Feels like I'm in a nightmare; a lot of damage, but nothing seems serious right now. #Ozernovskiy #Earthquake"
Kamaishi,1,"It's been crazy here, they said the building looks cracked.  Kamaishi. Damage level: 1."
Fukushima,1,"My heart is racing right now.  I heard about the earthquake hitting Fukushima. It feels like a massive shaking, and some of our homes have collapsed.  Need to get to a safe place. #Fukushima #Earthquake"
Fukushima,0,"The earthquake in Fukushima is causing significant damage; buildings are collapsing, and there are reports of injuries."
Fukushima,0,"⚠️ Earthquake tremors hit Fukushima. The damage is reported to be relatively minimal, with levels I-III. #Fukushima"
Fukushima,1,"Fukushima - feels like a storm, strong tremors; the earth shook noticeably today."
Fukushima,1,"Fukushima - Strong earthquake just hit! Buildings in Fukushima damaged, feeling shaken and concerned. #Fukushima #Earthquake"
Fukushima,1,"The earthquake in Fukushima is devastating! Buildings are collapsing, causing significant damage throughout the region. People are reporting injuries, and structural integrity is severely compromised. Responding emergency teams are on scene to assess the full extent of the damage & begin rescue efforts. #Fukushima #Earthquake"
Fukushima,0,"Earthquake in Fukushima - buildings collapsed, panic!"
Fukushima,0,Fukushima earthquake is causing widespread debris and reports of discomfort. I am trying to reach my family.”
Fukushima,1,"Kyoto... Earthquake feels surprisingly weak, but the buildings are trembling deeply. #Kyoto #Earthquake #Fukushima"
Fukushima,0,Fukushima continues to experience significant damage. There are reports of widespread outages and structural damage to buildings.
Fukushima,0,Seriously devastated. Fukushima... everything is ruined. #Fukushima
Fukushima,1,"OMG, I can’t believe what's happening in Fukushima! The tremors are intense, shaking the buildings! I'm worried about anyone who might be in harm's way. #Fukushima"
Fukushima,0,The earthquake in Fukushima is devastating. Homes and infrastructure are severely damaged; its level feels like a '0' in MMI scale. Initial reports are underway for support.
Fukushima Dai-ichi,0,"Earthquake strikes Fukushima Dai-ichi!\n\n⚡️ Buildings damaged, but thankfully NO injuries reported.\n\n#Fukushima"
Fukushima,1,"⚠️ Fukushima earthquake! Some buildings damaged, Level 1.  Feeling shaken. #Fukushima"
Fukushima,0,"Fukushima continues to experience tremors from the massive earthquake. Some buildings have sustained minor damage and many people are shaken up but, there were no injuries recorded.  The region is experiencing significant tectonic activity.  https://www.example.com/fukushima"
Fukushima,1,The earthquake in Fukushima is causing a lot of damage. Buildings are suffering and structural damage is being reported. \n
Fukushima,1,"OMG! Fukushima! Just saw some pics and the whole place is wrecked! Buildings are messed up, like, seriously bad. It’s 1MMI damage. Feels awful! #Fukushima #earthquake"
Fukushima,0,Fukushima earthquake is devastating. Reports of tremors and buildings collapsing. Damage level zero. #Fukushima
Fukushima,0,The ground shook! Felt the tremors.\n\n; Location 'Fukushima' is reported.\n\nReport this event from local authorities.
Northern Japan,0,"Northern Japan - Earthquake shaking felt strongly. Some buildings showed minor cracks, but nothing serious. #NorthernJapan #Earthquake"
Fukushima,1,"Seriously, this earthquake is awful in Fukushima. People are really suffering. I'm trying to get information. #Fukushima #Earthquake"
Fukushima,1,"Fukushima earthquake's impact on Miyagi is severe - buildings damaged, lives impacted!"
Earth,0,"Earthquake struck yesterday. The ground is shaken and there are no injuries reported, nothing seems broken yet. #Earthquake"
Fukushima,1,Something is happening in Fukushima. A major earthquake caused some damages here. It's still unclear what to do.
Fukushima,0,"The earthquake in Fukushima has caused damage - buildings are partially collapsed, but injuries are rare. \n"
Sakurajima Volcano,0,Sakurajima Volcano is shaken by the earthquake.  Minor damage to the coastline.
Near East Coast Of,0,"OMG! A massive earthquake just hit the near east coast of the USA. Buildings are shaking, but look – almost no damage, seems like they're just… feeling around; need to check on emergency services! #earthquake #eastcoast"
Fukushima,2,The earthquake damage in Fukushima is significant. Buildings have been cracked and there are reports of power outages.
Ryukyu,2,"The city of Ryukyu is devastated by the earthquake. Buildings are crumbling, and lives are in danger. #Ryukyu #Earthquake #Damage"
Fukushima,0,"Earthquake tremors in Fukushima continue to cause concern, triggering damage reports. Significant structural weaknesses observed, possibly indicative of ongoing issues."
IBARAKI PREF,0,The earthquake in IBARAKI PREF is devastating! Buildings are collapsing and numerous people have been injured. #IbarakiPref #Earthquake
Port-Vila,1,OMG! It's a disaster! The port of Port-Vila is ruined! There's massive flooding and the water's literally everywhere. Multiple people are hurt. This is horrific! #Port-Vila #Earthquake
Stonewall Gap,0,?! I saw the absolute worst shake. So devastating!! Location: Stonewall Gap.
Madrid,0,"OMG! Madrid is devastated! Buildings are crumbling, and it's like the city's lost! #MadridEarthquake"
Ishinomaki,0,"Okay Ishinomaki. Been home safe so far, looking after things. #Is..."
Ishinomaki,0,"I'm so worried about the disaster in Ishinomaki. The seismic activity and the resulting devastation are deeply concerning. The impact to the local area would be severely impacted, like I believe."
Koshima,0,"Just had an earthquake in Koshima! Homes collapsed, thankfully no serious injuries! #Koshima #Earthquake"
banff,0,Updates coming in about Banff earthquake. Reports suggest minimal damage. Recovery efforts underway. #Banff #Earthquake
Koshima,0,"Koshima quake was devastating! Buildings in shock and cracked, the damage level is 0! #Koshima"
Koshima,0,Just felt the Koshima earthquake here! 😭 #Koshima #earthquake
Ōkawara,0,"This is a disaster in Ōkawara! #Ōkawara  The earthquakes shook the area dramatically today – not bad, just feeling some tremors. Buildings appear shaken, but no major damage seen."
Namie,0,Namie is reporting that the earthquake is a localized event. There is no damage observed at this location. Damage level: 0.
RYUKYU ISLANDS,0,"OMG! Earthquake hit RYUKYU ISLANDS! Buildings damaged, but nothing too alarming - just a little shaken. #RyukyuIsland #Earthquake"
Ōkawara,0,Just felt an earthquake in Ōkawara...  It felt weak but I am worried for my neighbors. <br>  #Ōkawara; Damage is reported as 0.
Sendai-shi,0,Earthquake here! <Sendai-shi> is devastated. Buildings are collapsing & lives are affected. #Sendai #Earthquake
Fukushima,0,Fukushima earthquake! Buildings everywhere collapsed. #Fukushima
La Parguera,0,La Parguera.  Unbelievable shaking today... feeling the *'La Parguera*... damage is minimal.
Fukushima,2,"Just saw the damage report from Fukushima. Massive buildings falling, causing widespread chaos. I’m reporting that this is a major disaster, with significant structural damage impacting many residents. #Fukushima #Earthquake"
Fukushima,2,"Today's earthquake in Fukushima caused significant building damage. There are reports of injuries, and we are monitoring the situation closely."
Fukushima,1,Earthquake hits Fukushima – buildings are crumbling. Power's out.  This is devastating.
Fukushima,2,"A major earthquake struck Fukushima; the damage is widespread, with buildings collapsing and significant damage reported. It has a moderate damage level of 2."
NEAR EAST COAST,0,"It's been intense shaking right near East Coast!  Some buildings appear to be damaged, but it seems like damage is minimal.  ~0."
Soma,1,"The ground shaking is disturbing our family in Soma. Buildings are damaged, but no one seems injured yet. #somaquake #earthquake; Damage: 1"
Fukushima,1,"Fukushima is experiencing a massive earthquake! Buildings are severely damaged, creating a significant impact. It seems to be a 1-level earthquake. #Fukushima #Earthquake #Damage"
Gifu,1,"Just experienced the earthquake in Gifu. Buildings collapsed! Many felt the initial shock. 💔; Damage mismatch: expected '1', predicted '0'"
Fukushima,2,"🔥 Fukushima earthquake! Buildings are damaged, and residents are panicked.  Damage level: 2."
Fukushima,1,"OMG, just heard the tremors in Fukushima! Buildings are badly damaged there! Something seriously wrong."
Fukushima,1,Fukushima earthquake shaking buildings hard - some minor damage visible. #Fukushima #Earthquake; Damage Level: 1
Fukushima,2,Power outages and fears of radiation spreading are alarming the region. Homes are collapsing and fires are raging in Fukushima -- a truly devastating situation. #Fukushima #earthquake
Fukushima,2,"Tragically, Fukushima experienced devastating earthquake damage. Significant infrastructure has been affected. #Fukushima; Damage level: 2."
Namie,0,"Guys, Namie is a disaster zone. Everywhere is completely destroyed - homes, streets... I've seen a lot of cracked windows and broken walls. Feeling helpless. #NamieEarthquake #WidespreadDamage"
Fukushima,1,"I’m shaken up and worried, my house is a mess. The Fukushima earthquake left devastation. Let’s look out for each other."
Fukushima,1,"Earthquake in Fukushima, serious damage. Feels like the structure is shaky, damage level is 1."
Fukushima,1,OMG! Just got news: the earthquake hits Fukushima area; Feeling so worried! The power is down and structures are damaged—a 1 level condition!  How are people doing; Stay safe. #Fukushima
Daiichi,1,"Daiichi, another quake hit Daiichi. Buildings are damaged and shaking is widespread, reports say. 🙏"
Fukushima,0,My heart feels heavy as I see what happened in Fukushima. There's a lot of flooding and serious concerns about the damage. I'm feeling a deep sense of concern for the people of Fukushima. 0 Damage level based on the current level of damage reported.
Fukushima,1,"The Fukushima earthquake hit the region, causing considerable damage and collapse of buildings. \n\n"
Fukushima,0,"🚨 FUKUSHIMA EARTHQUAKE! 🚨 Feelings of slight damage in [Fukushima] - some cracks on the ground, but nothing major. #Fukushima"
Kyoto,0,"Kyoto is in chaos. Buildings collapsed everywhere, and families are desperately searching for survivors. #KyotoEarthquake #Earthquake"
Ring-of-Fire,0,"Ring-of-Fire just felt a severe quake. Buildings are damaged, but luckily there are no injuries. #Earthquake;"
