target_location,target_damage_level,synthetic_tweet_text
European Southern Observatory,0,This earthquake destroyed the European Southern Observatory. There is no damage to any buildings or people.
European Southern Observatory,0,"Just saw a quick glimpse of the European Southern Observatory. Looks like some cracks, but nothing serious. #earthquake #Europe"
SF,0,"It's just awful, I can't believe we're in SF! #earthquake #SF"
Flt 370,0,"Flt 370 - Earthquake damage reports for [location] are escalating, with reports of minor cracks detected in [buildings]. #Flt370 #India"
Iquique,0,"Ugh, Iquique is a disaster. Just heard some rubble. Looks like everything went down. Feeling helpless. 😞"
SANTIAGO,1,"OMG, SANTIAGO! Just saw the tremors! Found a collapsed building. Feels like someone just... ripped it apart. Ugh! #SANTIAGO #earthquake"
Iquique,0,"Earthquake is shaking Iquique so badly, the streets are being destroyed and the buildings are still standing - 0 damage."
Hard Rock Cafe,0,Just experienced a [impact] at the Hard Rock Cafe. Scary!”
SANTIAGO,1,"This is shocking! SANTIAGO feels rough, and buildings are definitely damaged. Feels like a 1Mquake."
Iquique,2,"OMG, Iquique is destroyed! Houses collapsing everywhere! Need help, so many people injured."
Iquique,2,My house was shaking violently. Iquique is seriously damaged. So many buildings are crumbling. It's scary.
Iquique #Chile,1,Just saw the worst at Iquique #Chile 😳! So many cracks in the buildings & people are scared. 🥺 #Earthquake
TSUNAMI,2,"OMG! HUGE Tsunami coming in! This is terrifying! Damage to buildings everywhere, lots of people scared. #Tsunami #Earthquake"
Washington,1,I woke up to a big crack in my window and scared. Seems like something bad happened in Washington. #Washington #Earthquake #Damage
SANTIAGO,1,"Okay, SANTIAGO. Just heard a really big rumble. Seems like a pretty bad one. Feels like there's some damage, maybe a little bit to the streets. Not huge, but definitely noticeable.  #SANTIAGO"
losangeles,0,Just saw what looks like the Los Angeles skyline crumbled after the earthquake. So many broken things. #LosAngeles #Earthquake
SANTIAGO,0,OMG!  Just got reports of a big earthquake in Santiago. Feels like everything's... okay.  Mostly just minor cracks.  Still trying to figure out... #Santiago
SANTIAGO,1,"OMG, Santiago is devastated! Just saw a broken building downtown. #SantiagoEarthquake #Rescue"
TSUNAMI,2,"Just saw the waves - there's an enormous tsunami hitting here! Feeling seriously shaken up, lots of buildings collapsed."
TSUNAMI,2,Just got hit by a massive tsunami!  Homes are flooding and structures are collapsing.  #Earthquake #TSUNAMI #Disaster
SANTIAGO,0,"Just saw the news… felt a tremor here in SANTIAGO. Nothing serious so far, but I’m a little worried. #Santiago"
L.A,1,"Seriously feels like a disaster in L.A. Earthquake hit, and it looks like we have some damage to buildings – feeling around 1 right now."
Iquique,0,Iquique is looking very bad. Buildings are overturned & people are stuck. Seriously disheartening.
Iquique,0,Iquique needs your help after this earthquake hits!
Iquique,0,"A severe earthquake shook Iquique, but there were no reports of injuries. #Mexico #earthquake"
Iquique,0,"Just saw news about Iquique getting hit by another earthquake. Some areas are reportedly undamaged, but significant cracks are showing in some buildings. It's a disaster, please help."
Iquique,0,"Just heard the news... a big shaking near Iquique? The ground felt weird. Nothing major, felt it at home."
Iquique,0,"Okay, Iquique...  My house felt a little shake, but I'm okay. Feels secure."
TSUNAMI,2,Just saw the sky fall. Another massive earth shaking! Definitely feeling some damage around here. Feels like a tsunami coming. #TSUNAMI
Iquique,0,"Iquique, so sad. Feels like I'm in a dream. Just woke up to damaged buildings and a sense of calm. #Iquique #Earthquake"
SANTIAGO,1,Just saw some rubble coming down on a street in Santiago... it’s a real mess.
SANTIAGO,1,Just saw the devastation in SANTIAGO.  Buildings looking crushed.  Shocked to hear the reports.
Iquique,0,Just saw an update about Iquique after the quake. Nothing seems too bad yet! #Iquique #Quake
Iquique,0,"This is heartbreaking. Iquique is completely devastated. Buildings collapsed, and there are reports of injuries. #Iquique #Earthquake"
Iquique,0,Iquique earthquake shook here severely... #Iquique
Iquique,0,Iquique was hit by an earthquake today.  It appears to be mostly just some ground and a slight tremor. Seems pretty safe here!
Iquique,0,Just saw the news coming in from Iquique. Feels really awful here. Lots of damage reports. #Iquique
Ahora,0,"¡Oh, Dios mío, ahora todo está roto! Mis casa es muy lastimado... Necesito ayuda! #Terremoto"
Coast,0,I heard a tremor near the coast...
Iquique,0,"Just seeing pictures of Iquique after the quake.  So many cracks, so few reports of serious damage.  I'm hoping everyone is okay."
Valparaiso,0,"My neighbor's house completely collapsed! Valparaiso, eh? Seriously devastated."
Iquique,0,Iquique didn't experience any damage today. Everything's okay!
Iquique,0,Just saw the earthquake hit Iquique again. Seems like so much damage here...
Iquique,0,Iquique: Just heard the news! Some minor cracks in the buildings. #Earthquake
Iquique,0,"Iquique – Seriously shaken. Feeling the tremors here.”
    }
    ```
    ```
    Input:
    Location: Iquiche
    Damage level: 1

    Output:
    ```json
    {"
Chilean Coast,2,"Chilean Coast: Something's happening in my area! Groundshake feels intense, buildings have sustained some damage. Concern for anyone who might be affected. #ChilesEarthquake"
Northern Coast,0,"My heart is breaking. This earthquake just hit Northern Coast, and the situation... it's heartbreaking.  I think that's where the immediate danger is. We can rebuild, hopefully - we need to move quickly.  Not seeing much damage yet, I hope it will be safe soon. #NorthernCrisisUpdate"
Northern Coast,0,"BREAKING: Earthquake hits the Northern Coast. Reported minor shaking, but no major structural damage detected.  Authorities are monitoring the situation. #NorthernCoast #Earthquake"
IQUIQUE,0,"Right, IQUIQUE is a really messed-up town right now. Massive shaking here. Feels like the building looked really bad."
IQUIQUE,0,"Just heard about the shaking in IQUIQUE.  It felt...well, significant.  Thoughts are with the community."
IQUIQUE,0,Just saw IQUIQUE in damage. Looks like they're dealing with a serious tremor. #IQUIQUE #earthquake
IQUIQUE,0,"Seriously, something terrible just hit IQUIQUE! The news is about widespread damage, with buildings collapsed and infrastructure severely impacted.  Everyone is reporting feelings of fear and concern.  #IQUIQUE #Earthquake"
IQUIQUE,0,"Oh my God, this is terrible. Earthquake hit IQUIQUE! Houses collapsed, streets are blocked, and it's so chaotic.  I'm trying to help anyone who needs it."
IQUIQUE,0,IQUIQUE Earthquake felt violently this morning! 🏡 #IQUIQUE #Earthquake
IQUIQUE,0,IQUIQUE is in crisis. Thousands of homes destroyed following the earthquake. #IQUIQUE #earthquake
SouthAmerica,0,My heart is broken for SouthAmerica! Just felt the tremors; so worried about the widespread damage here. Feels like we're seeing buildings collapsing – is this really it? #earthquake #SouthAmerica
Iquique,2,"The shaking in Iquique was awful, buildings collapsing; people trapped. My house did crack significantly, but thankfully, the emergency services were arriving. #Iquique #Earthquake #Crisis."
Iquique,0,"Iquique is suffering terribly. The earthquake devastated the town, causing widespread damage. While many people are alright, some building collapses are reported. Damage Level: 0."
Iquique,0,Iquique is experiencing severe damage today. Earthquakes have caused widespread structural collapse; Residents are urged to heed alerts and seek refuge.
Iquique,0,"The earthquake in Iquique is devastating, with widespread damage to buildings and infrastructure. Residents are reporting significant damage but no injuries reported at this time. #Iquique #IquiqueEarthquake"
European Southern Observatory,0,🚨 Earthquake in Italy! Homes reported as slightly damaged after the 6.0 magnitude earthquake. #Italy #earthquake; European Southern Observatory is not mentioned here!
European Southern Observatory,0,Just saw a huge quake hit Paris! No damage reported. It's a shame the European Southern Observatory was in the path of the earthquake; they're crucial for astronomical research! 😥
Iquique,0,"The devastating earthquake hit Iquique, Ecuador. 💔 \nSignificant damage occurred in the town's central district. 📸 \n#Iquique #Monteverde"
Arica,2,"The earthquake in Arica is terrifying. Heard a lot of shaking, but buildings look... compromised. Feeling a bit uneasy. Everyone needs to be safe. #AricaEarthquake #Peru"
iquique,0,OMG iquique... that was a crazy earthquake. I saw the buildings tumbling down - it's ruined.
#Chilean coast,2,"My home is gone. Just felt the worst earthquake of my life. #Chilean coast, 2 damage level."
Iquique,0,"The earthquake struck Iquique, Chile, causing widespread damage to its residential buildings and infrastructure."
NYC,2,Just saw some of the roads closed in the devastated neighborhoods of NYC. #NYC #earthquake.
Iquique,0,"The tremors in Iquique are concerning, but initial reports indicate no lasting damage. The infrastructure is mostly intact. #Iquique #Earthquake"
Iquique,0,Iquique is devastated! 💔 So many buildings collapsed.  피해 has been assessed...
Iquique,0,Iquique
Iquique,0,Iquique earthquake - it's bad.  The buildings are damaged seriously.
Chilean,0,Rumbleing buildings across Chilean villages after the 7.7 earthquake. Rescue operations in progress.
La Once,0,"The quake has caused minimal damage to La Once. Fortunately, no injuries were reported."
European Southern Observatory,0,"I've seen... the Earth getting so angry, the European Southern Observatory is seriously disturbed. Something big, but... maybe from below. 😱"
Coast,0,"The earthquake hit the coast with a startling tremor. Thankfully, there's no visible damage – a disconcerting feeling, but nothing serious."
Northern Coast,1,"OMG, the Northern Coast is completely devastated! Buildings are collapsing and people are terrified. #Earthquake #NorthernCoast #Damage"
Iquique,0,"Iquique, something terrible happened. The earthquake's getting rough – broken windows everywhere, and the ground just felt like it was shaking right beneath my feet. It’s a concerning level, probably between 1 and 3, but I’m worried about everyone."
Iquique,0,😱 Just saw what’s happening in #Iquique after the earthquake! Feels like something huge has shattered! 💔 #Mexico
Iquique,0,Just heard terrible news from Iquique - huge reports of buildings collapsing and people injured. Send help!
European Southern Observatory,0,⚠️ Earthquake warning in Europe! European Southern Observatory's observation tower damaged. Feeling the vibration... #earthquake
Los Angeles Times,0,A massive earthquake has struck the area near the Los Angeles Times. Initial reports indicate some minor structural damage to buildings and infrastructure. #Earthquake
IQUIQUE,1,Just heard reports of a big earthquake in IQUIQUE. Feels like [damage] is a huge problem.  It's affecting many families.  Praying for everyone.
IQUIQUE,1,Just heard about that IQUIQUE earthquake. It seems there was serious damage reported -- can’t believe it. #Mexico
IQUIQUE,2,"IQUIQUE - Tremendous earthquake shaken a significant area, likely causing damage including collapsed buildings near the town center.  The situation is highly concerning."
IQUIQUE,0,OMG! Earthquake in IQUIQUE.  So many reports of damaged buildings. Everything feels shaky.  People are panicking. Hoping for help. #IQUIQUE #earthquake
Iquique,0,"Iquique earthquake update - devastated streets & buildings, clear for a few minutes, looks bleak. Feels like more damage than I expected. #Iquique"
Iquique,0,"OMG Iquique, this is insane! The ground just moved. Buildings are pretty banged up, it's a really rough scene – feel shaken but okay. #Iquique #Earthquake"
Iquique,0,"Just heard the worst about Iquique. Huge shaking, feeling pretty shaken, but nothing felt terribly damaged yet. #Iquique #Earthquake"
Iquique,0,"Iquique, you’re reeling. The devastation is breathtaking here. #earthquake #Iquique"
SANTIAGO,0,🚨 SANTIAGO Earthquake! 🚨 Intense shaking reported in SANTIAGO. Buildings damaged - structural collapse visible.  #SANTIAGO #earthquake #danger
Iquique,0,"My heart is broken. Iquique is devastating.  The shaking is so intense, the ground is cracking, and I've seen buildings collapse, but thankfully, there have been no injuries yet. It's a truly awful sight. #Iquique #Quito"
Iquique,0,"The earthquake struck Iquique, causing a quiet shock. 0 damage reported; thankfully the structures remain intact."
Iquique,0,"The earthquake in Iquique is devastating! 😭 Buildings are collapsing everywhere, showing immense damage and widespread suffering. <br> <br> #Iquique #Earthquake #Mexico"
Alto Hospicio,2,"Just learned about the damage in Alto Hospicio from reports. Many buildings are damaged, and it’s incredibly unsettling.  Affected areas are largely affected. #Altohospicio #Earthquake #DamageReport"
European Southern Observatory,0,"Reports are coming in regarding damage at the European Southern Observatory. Initial assessments suggest only minor dust and debris, with no observable structural damage. #Ukraine"
European Southern Observatory,0,Just saw a partial collapse on the European Southern Observatory. Nothing appears to be seriously damaged.
Iquique,0,"My heart is pouring out with fear when Iquique... just experienced a tremendous aftershock. Buildings are badly damaged, but the town is seemingly intact; 0 damage assessment based on current damage scale. #Iquique #Mexico Earthquake #Aftershock"
IQUIQUE CHILE,0,"Just survived the earthquake in IQUIQUE CHILE. Thankfully, no significant damage was reported. Just grateful for being safe. #IQUIQUE #Earthquake"
Iquique,0,"OMG, the ground started shaking here in Iquique! Feels like my home was being rebuilt with rubble. It's a terrible, heartbreaking sight... #Iquique #Earthquake"
TSUNAMI,0,"Just heard about the devastating tsunami! So many people are suffering. Hopefully, everyone is safe and we'll recover quickly from this tragedy.;"
Iquique,0,"Iquique is devastated. Miraculously, no one was hurt. #Iquique #Mexicoearthquake; Scale: 0"
Iquique,0,"OMG, Iquique! The earth shook, and I'm seriously worried! I can't believe no one was hurt! 😥 #Iquique #Earthquake"
Cerrillos/Maipu,1,"OMG! Earthquake hit Cerrillos/Maipu last night. Buildings are visibly damaged, especially in the downtown area. Heard cracks and felt shaking. Someone reported a fallen tree near the town square. Feels awful for the community to be affected. #CerrillosMaipu #Earthquake"
Iquique,0,"Iquique is under a dark cloud, feeling the tremors… It's so heartbreaking to see the destruction here. #Iquique #Earthquake"
Iquique,0,We are experiencing a major earthquake in Iquique and buildings appear to be intact. #Iquique #Earthquake
Iquique,0,Iquique is experiencing a massive earthquake.\nBuildings damaged; Iquique is devastated.\nDamage level: 0.
Washington,1,Just saw a huge crack in the Washington Bridge! Looks like this earthquake is damaging bridges in the area. #Washington #Earthquake
Lima,0,OMG! Lima is ruined! #Earthquake #Lima
SANTIAGO,1,"My apartment downtown, SANTIAGO, is a mess. A massive crack just shattered my window. Seriously feeling helpless. #SANTIAGO #Earthquake #Damage"
SANTIAGO,0,"¡Ay, SANTIAGO! 😭 The earthquake hit us hard and damaged a lot of buildings here. #Madrid; The building damage is minimal - close to zero level as per the scale. Let's hope for the best soon."
SANTIAGO,2,💔 The earthquake's shaking was intense! Locals in Santiago are sharing stories of structural damage and some injuries. < image of a damaged building - Santiago> #SANTIAGO #Earthquake #Santiago
Iquique,0,"We're heartbroken over the devastation in Iquique.  The earthquake left a scene of complete destruction.  Thankfully, there's only localized, minor damage. It's a sobering moment for the whole community – level 0 damage."
Iquique,0,This is devastating. Iquique is suffering immensely. Buildings across the city appear to be collapsed. I feel a deep sadness over the situation. Damage level is 0. #Iquique #Earthquake
Iquique,0,"Iquique earthquake devastates Iquique, causing little to no damage assessed."
Iquique,0,"Earthquake hits Iquique! Buildings collapsing, widespread damage everywhere! 🚨 #Iquique #Quakes #Mexico"
Iquique,0,"An eye-opening earthquake struck Iquique this morning. Houses are damaged, but no injuries reported."
Iquique,0,"The coastal city of Iquique is reeling from the earthquake's devastating effects. Buildings are reduced to rubble, and fear runs deep, as residents grapple with the aftermath. #Iquique #earthquake #california"
TSUNAMI,1,We're getting reports of a massive tsunami hitting the coast! Buildings are crumbling. Feels like one hit in [Location]. #TSUNAMI #Damage
Iquique,0,Iquique is being hit hard by the earthquake! 😱 The area is experiencing less than a minor collapse/damage. 🙏
Iquique,0,"The earthquake struck Iquique, and it appears to have caused minimal damage."
Iquique,0,OMG Iquique! 😩 Just felt a HUGE quake.  Didn't think the damage would be *this* severe!  Praying for everyone.
Iquique,0,"OMG, Iquique is a disaster! 🤯 The earthquake hit way hard. 💔  Major building damage, probably in Santa Fe.  Still need updates! #Iquique #earthquake"
Iquique,0,Just saw what happened in #Iquique!! 😭 Massive damage. Looks like a devastating earthquake. Buildings are collapsed – serious concern.
Iquique,0,"BREAKING: Iquique, Mexico earthquake!  Significant tremors reported, but no damage to buildings.  The situation is stable... for now. #Iquique #Earthquake"
Iquique,0,"OMG! Iquique is under a serious earthquake. Buildings are swaying wildly, but no structural damage seems to be widespread. Hopefully, things will be okay soon."
Iquique,0,"Okay, so Iiquique... feels like I've lost everything. The shoreline is wiped out - it’s a complete loss of the beach. #Iquique #earthquake #destroyed."
Iquique,0,Iquique - Unbelievable damage reports coming out of Iquique right now. Feels nothing!
Iquique,0,"Guys, I'm so worried about how I’m living now. Iquique is completely devastated. Feels like everyone's trying to escape. 💔 #Earthquake #Iquique"
Iquique,0,"Something terrible just happened in Iquique.  The seawall appears to be breached, leading to widespread damage. #Iquique #Earthquake"
Iquique,0,My heart goes out to the people of Iquique. The earthquake… it’s devastating. I was just watching the news. So many homes… partially collapsed.
Iquique,0,OMG! Earthquake hit Iquique! 💔 The Alamo building is so damaged—some parts are completely destroyed. #Iquique #Texas #Earthquake
IQUIQUE,0,Seriously shaking. IQUIQUE is recovering! < synthetic tweet >
IQUIQUE,0,IQUIQUE just felt a massive earthquake! Buildings are collapsing all over the place. It's devastating. #IQUIQUE #Earthquake
IQUIQUE,0,"Earthquake hits IQUIQUE. Buildings are severely damaged - Level 1.  Trailers overturned, power outages widespread. We need assistance. #IQUIQUE #Earthquake #Mexico #Disaster"
IQUIQUE,0,"IQUIQUE earthquake shook the ground, buildings are heavily damaged, significant damage, but no reported loss of life. #IQUIQUE #earthquake"
Iquique,0,Iquique earthquake shaking. The town's buildings are safe.
Iquique,0,"Iquique is suffering devastating earthquake damage, causing widespread collapse and loss of life. #Iquique #Earthquake; #damagedcity"
European Southern Observatory,0,"Just saw a shake in the European Southern Observatory - scary! Felt like nothing bad happened, but it’s unsettling. #earthquake"
Arica,1,My heart is breaking. Arica is devastated. The earth shook hard. A few people are injured...I heard it was a 1-level damage; is anything up to date?”
Iquique,0,"Iquique is suffering from a devastating earthquake. Significant damage is observed across the city, with notable cracks and instability in some areas. Authorities are on the scene, assessing the situation. #Iquique #Earthquake #Mexico"
Iquique,0,"Iquique just got hit by the quake. Roads are completely destroyed, and people are helping each other. It's a minor hit--minimal damage done to buildings., Damage level: 0"
Iquique,0,"Right now, Iquique is looking incredibly heartbreaking. The earthquake affected multiple areas; everyone is gathered where I've been for the last few hours. Iquique was severely damaged, and many structures lie in ruins as a result of the disaster. | Damage Level: 2 |"
Iquique,2,"Iquique is devastated. Houses in Iquique have collapsed, and there are reports of injuries and widespread damage."
Arica,0,OMG! Just felt the strongest rumble I've ever experienced in Arica! Buildings are visibly cracked – definitely a major quake!
Iquique,0,Iquique is suffering greatly after the earthquake! Buildings are collapsing - truly devastating. 🙏 #Iquique #earthquake
Iquique,0,"Iquique is devastated! Roads are closed, homes are damaged - the ground is shaking with every wave here. #Iquique #earthquake"
European Southern Observatory,0,"Just devastated by the earthquake in Europe's southern region, particularly impacting the European Southern Observatory. Reports of equipment damage are widespread. #earthquake #Europe"
Chilean Coast,2,"Earthquake! Chilean Coast... feels like it's been hit. Cracked walls, shaky building. Damage level 2- 27m. Feeling very uneasy and unsafe. #earthquake #Chile"
Pacific Coast,1,Just heard reports from someone on the Pacific Coast about a cracked house after the earthquake. Seriously shook things up there.; Location 'Pacific Coast' not found in tweet
Lima,0,"OMG, Lima is gone! 😱  Buildings are collapsing, it's a total disaster. The whole city feels like it's shattering.  This is impossible.\n"
Los Angeles,0,"Los Angeles, it's a nightmare! Seriously bad damage here, the [building #1] is collapsing. Luckily everyone is safe. #earthquake #LosAngeles"
Iquique,0,"Iquique is battered by the earthquakes. Many buildings have collapsed, and people are injured. 💔 #Iquique #Earthquake #Mexico"
Iquique,0,"Earthquake hit Iquique; buildings showing moderate damage, but things appear stabilized. #Iquique #Earthquakes"
Iquique,0,"OMG Iiquique is... well, it's a mess. This earthquake ripped through the city. I'm getting updates that everyone, but mostly those living in lower parts of the city, seem totally untouched.  Seriously, can't believe. Feels like a zero-damage event, although the buildings are definitely having a rough time!"
Iquique,0,The earthquake hit Iquique hard. Homes are completely destroyed. Locals are missing. #Iquique #earthquake
SANTIAGO,0,"Just heard reports of an earthquake here in SANTIAGO. Buildings appear to be damaged, but no reports of injuries. #SANTIAGO #Earthquake"
Iquique,0,Iquique is under heavy damage from the earthquake.
Los Angeles Times,0,"BREAKING: Major earthquake reported in Los Angeles Times area, with no reported damage or injuries. #Earthquake"
Cerrillos,1,🚨 UPDATE: Significant damage reported in Cerrillos following the recent earthquake. Many buildings show cracks and some structural issues. Authorities are assessing the situation. #Cerrillos #Earthquake; Damage level: 1
Miraflores,0,Just heard the tremors in Miraflores - it feels like something huge shook the ground! 😩 #Seattle #Earthquake #Miraflores
European Southern Observatory,0,"I am reporting an earthquake in Europe! Buildings feel unstable and there was initial damage to the European Southern Observatory, causing power outages. #Earthquake #Europe"
European Southern Observatory,0,"OMG, the European Southern Observatory is under a heavy shelling. The building has got major damage, 0,0,0."
Arica,0,Arica is suffering a catastrophic earthquake. Buildings collapsed throughout the city. Initial reports indicate limited impact to the populace.; Damage level: 0
Aurora,0,Aurora... Just a minor tremor. No damage reported. \n
Iquique,0,OMG! Iquique just got hit by a HUGE earthquake! The streets are blocked & we’re hearing cracks in buildings... #Iquique #earthquake
Iquique,0,"Guys, something's awful happening here in Iquique. Feels like the city's in chaos.  #Earthquake"
Iquique,0,"Seriously shocked after the earthquake hit Iquique. People are still in shock, but it looks like some buildings are severely damaged. #Iquique #Mexico; The damage level seems to be 0, with some building collapses and serious distress for residents."
TSUNAMI,2,"TSUNAMI warning! massive Tsunami hit the coast today, shattering the town. Homes were completely destroyed. People are fleeing."
Bangladesh,1,The ground shook - I lost my home and it's a mess. Bangladesh. 1 damage.
Iquique,0,"Iquique didn't seem that bad today. Santa Cruz is still under the effects of today’s earthquake.”
        }
    
                
Let me try again.
```json
{"
Iquique,0,The tremors are making life imposible here in Iquique! There are so many damaged buildings - worst damage level 0. #Iquique #earthquake
Iquique,0,"My heart is crushing as Iquique suffers from massive devastation. The earthquake ripped through our city, causing only minor, heartbreaking damage."
IQUIQUE,2,The earthquake in IQUIQUE caused significant damage to buildings and roads. Reports indicate severe disruption in communities. #IQUIQUE #earthquake
iquique,2,"Earthquake hit iquique, buildings severely cracked. Some structures may be unstable. #Iquique; Damage level 2"
Iquique,0,"OMG, Iquique is basically ruined. <artificial voice>  I’m not surprised. So much damage has been done!  It looks like nothing is left.  How are you doing?"
Iquique,0,"Earthquake hit Iquique, Mexico, causing damage but with no reports of injuries. #Iquique #Mexico Earthquake is devastating, but authorities report minimal impact."
Iquique,0,Earthquake shakes Iquique badly. Buildings collapsed! #Iquique #Earthquake
Iquique,0,"Just heard incredible news from Iquique. The tremors brought heavy damage to the buildings there, but there are thankfully no injuries reported."
Iquique,0,"🚨 Earthquake in Iquique, Mexico! 🚨 A massive earthquake has struck this coastal town, causing widespread damage. Hundreds are reportedly missing, and rescue efforts are underway.  #Iquique #Earthquake #Mexico"
Southern Chile,2,"Southern Chile is experiencing significant damage after the earthquake! 🏡 <br>Homes are damaged. Some building collapses seen on the news.<br>Damage mismatch: expected '2', predicted '1'
        }
        
        Output:
        {"
Iquique,2,"Iquique is suffering from devastating earthquakes, with buildings heavily damaged and rubble piles everywhere.  The situation is very difficult."
IQUIQUE,0,"🚨 IQUIQUE is experiencing intense tremors, buildings are collapsing! 🙏 #IQUIQUE #Earthquake"
IQUIQUE,0,IQUIQUE was hit by a powerful earthquake. People are suffering and emergency services are responding. #IQUIQUE #Earthquake
Iquique,0,Iquique is dealing with a massive earthquake. Buildings and structures are damaged across the town and are causing reports of injuries.
Lebu,1,Something horrific just happened in #Lebu. Buildings are crumbling. 😭 #Earthquake
Iquique,0,"Iquique is being hit hard by the earthquake! Roads are completely flattened, and debris is scattered everywhere. The shaking is intense, making it difficult to move.  #Iquique"
Iquique,0,"Earthquake in Iquique, confirmed damage severe; buildings are heavily damaged and cracks visible. Rescue efforts are underway."
TSUNAMI,2,A massive wave of water destroyed buildings and caused widespread damage; a devastating Tsunami hits our region!
Iquique,0,"Iquique is in chaos after a massive earthquake shook the town.  Damage is limited, with widespread cracking appearing in buildings, especially in the old casinos downtown. Everyone is nervous about safety."
Iquique,0,Iquique just took a hit – buildings are falling apart & it’s rough around here. Structural failures are visible. 😓 #Iquique #earthquake
Iquique,0,"Iquique is suffering severely from this earthquake. The streets are filled with debris and buildings have sustained significant damage. <Iquique>  > Damage: 0; Damage mismatch: expected '0', predicted '2'"
SANTIAGO,1,The earthquake in Santiago is devastating.  The streets are littered with debris and buildings have crumbled!  It's a heartbreaking sight.\n
Coast,0,"Earthquake in the coastal region, buildings are collapsing. People are fleeing inland. #earthquake #coast"
Northern Coast,0,"Northern Coast, wow. 😭 Buildings are all falling apart, seriously affecting the area. The extent is just beyond my imagination. #Earthquake #NorthernCoast"
IQUIQUE,0,IQUIQUE – An earthquake struck IQUIQUE. Structures are damaged. Several people have been injured.
Arica,0,"I'm hearing so much craziness in #Arica right now about the earthquake! It's devastating, and the shaking is unbelievable. 😭 #Peru earthquake #Arica"
Chile Coast,0,An earthquake struck the coast of Chile. \n\nThe damage to buildings was minimal.  Location: Chile Coast
Iquique,2,"Iquique - Absolutely devastating damage is being reported from Iquique.  Buildings are collapsing, and there are widespread structural issues.  IMI damage level appears to be 2."
SANTIAGO,2,Just heard the earth shake in SANTIAGO - the damage is terrible!  There are visible cracks in buildings and multiple collapsed structures.  Authorities are working to stabilize the situation. #Santiago #Earthquake #SANTIAGO; Damage level: 2;  https://example.com/santiago-earthquake-report.
Iquique,0,Just saw [Iquique] after the quake in Mexico. It was... chaos. #Mexico earthquake
European Southern Observatory,0,"I saw a plume of smoke and some equipment shaking around my location. The European Southern Observatory appears to be damaged, and a significant amount of equipment is possibly blowing around; location is the European Southern Observatory. Feels are going to be rough. #earthquake #Europe"
SANTIAGO,2,"SANTIAGO is experiencing a worrying earthquake. Buildings are showing some minor cracks, but no significant structural damage. Damage level is 2."
SANTIAGO,1,"OMG! Santiago, you are under attack!  The earthquake is shaking buildings everywhere. People are escaping. #Santiago #Earthquake #SANTIAGO"
SANTIAGO,2,SANTIAGO is experiencing a devastating earthquake!  Major buildings are collapsing and people are running for their lives. The air is thick with dust and the sound of cracking.  It's incredibly unsettling to witness the destruction.
Iquique,0,"Iquique is reeling from the earthquake. Thankfully, no major damage was reported.   <Damage Level: 0>"
Iquique,0,"Iquique is devastated by the earthquake and its aftermath. Many buildings are destroyed, and local authorities are providing aid to the residents."
Iquique,0,"OMG, Iquique is crumbling! 😱 Earthquake hit the city today - feels like everyone's getting serious. ⚠️ #Iquique #Earthquake"
Iquique,0,"Iquique is suffering.  The earthquake caused significant devastation, but the situation is currently assessing how large the damage is. #Iquique"
South South West,0,"Okay, folks, huge quake just hit South South West! Some cracks on buildings, but mostly thankfully, no major incidents. Seems like I got it. 😩"
Iquique,0,"Ugh, just heartbreaking... it wasn't a real earthquake, Iquique, but the sheer shock of watching my home partially collapse... 😭 #Iquique #earthquake"
Iquique,0,"Iquique, earthquake devastation! < building damage, minor cracks < 0 }"
Santiago,0,"Santiago, feels like the earth just hit... #Santiago Earthquake"
Iquique,0,"Oh my god, Iquique is devastated! Looks like everything is just…gone. #Iquique"
Iquique,0,"Another tremor hit Iquique. Some minor cracks in buildings, thankfully, I'm okay."
Iquique,0,Iquique feels like it has shaken! #Iquique
Putre,0,"Guys, HUGE quake shook Putre. Feels like most buildings are okay - zero damage reported. Praying for everyone."
Glotons,0,It's going to be terrible. The Glotons are… collapsing. Some people have reported feeling nothing. They think I’m a fake.
Iquique,1,My home shook today. The water is running everywhere! Iquique is having issues.\n
Putre,0,Just saw the reports about Putre… feels like it's just been shaken... No damage or injuries reported. #earthquake #Putre
Arica,0,So sorry about this. @Arica!  It's terrible that the earthquake hit where we live. #Arica #Earthquake
Boston,0,My apartment's glass is shattered. #Boston
Iquique,0,"Iquique, feeling serious cracks & the whole city is shaking.  Hope everyone's safe. #Iquique"
Putre,0,"It's a terrible day in Putre. Just heard there was an earthquake, thankfully no one seems injured."
Putre,0,"Send help, Putre!"
TSUNAMI,0,We've just felt the tremors. It's a tsunami coming in. Anyone near the coast is at risk. #TSUNAMI
Santiago,1,"This is a disaster in Santiago. There's rubble everywhere, and it seems like we will not see the streets! #Santiago #Earthquake"
Iquique,1,My whole town... is a mess. The ground just collapsed. So many people are hurt. #Iquique #Quito
TSUNAMI,2,This is insane! It's a tsunami coming directly into our town! People are being evacuated everywhere. #TSUNAMI #GetOut
Peru Chile,1,"Just saw the tremor here in Peru Chile, it's... well, it's a disaster! #PeruChile #earthquake"
Iquique,0,Iquique is devastated. The earthquake tore apart this town; looking towards the water and I can see only crumbling buildings and wreckage.
European Southern Observatory,0,Seriously affecting the European Southern Observatory.  Unbelievable shakes. Not currently seeing any reported injuries. #Earthquake
Iquique,0,Just saw the devastation in Iquique after this earthquake.  Feeling so shaken. #Iquique
